ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
544	Xuzhang	HOW WIDE?	a²¹dɨ²⁴mo³³si²¹kʰuã³³	a²¹dɨ²⁴mo³³si²¹kʰuã³³	a ²¹ + d ɨ ²⁴ + m o ³³ + s i ²¹ + kʰ u/w ã ³³	439 440 441 442 443
545	Yangliu	HOW WIDE?	kʰa³³kʰɨ³³kʰua⁵³dzɛ˞³³	kʰa³³kʰɨ³³kʰua⁵³dzɛ˞³³	kʰ a ³³ + kʰ ɨ ³³ + kʰ u/w a ⁵³ + dz ɛ˞/ɛ ³³	444 445 443 440
1803	ProtoLalo	Han Chinese	he̠ᶫ/ha̠ᶫpa̠ᶫ	he̠ᶫ	h e̠ ᶫ/³	451
1804	Qingyun	Han Chinese	ha̠²¹pa̠²¹	ha̠²¹pa̠²¹	h a̠ ²¹ + p a̠ ²¹	451 450
1805	Diaocao	Han Chinese	xei⁴²pu⁴²	xei⁴²pu⁴²	x ei ⁴² + p u ⁴²	449 450
1806	Mangdi	Han Chinese	xɛ²¹pɑ̠²¹	xɛ²¹pɑ̠²¹	x ɛ ²¹ + p ɑ̠ ²¹	449 450
1807	Yijiacun	Han Chinese	xiɛ³³po̠²¹	xiɛ³³po̠²¹	x i/j ɛ ³³ + p o̠ ²¹	449 450
1808	Yangliu	Han Chinese	xai⁵³pa⁵³	xai⁵³pa⁵³	x ai ⁵³ + p a ⁵³	449 450
1809	ProtoLalo	Han Chinese	la²bɨ²	la²bɨ²	l a ² + b ɨ ²	452 450
1810	Shuizhuping	Han Chinese	la²¹bɨ²¹	la²¹bɨ²¹	l a ²¹ + b ɨ ²¹	452 450
1811	Xuzhang	Han Chinese	la²¹bɨ²¹	la²¹bɨ²¹	l a ²¹ + b ɨ ²¹	452 450
2265	ProtoLalo	LIGHT	laŋ¹	laŋ¹	l a ŋ ¹	467
2266	Qingyun	LIGHT	lu⁴⁵	lu⁴⁵	l u ⁴⁵	467
2267	Shuizhuping	LIGHT	lu²⁴	lu²⁴	l u ²⁴	467
2268	Diaocao	LIGHT	la²⁴	la²⁴	l a ²⁴	467
2269	Xuzhang	LIGHT	la²⁴	la²⁴	l a ²⁴	467
2270	Mangdi	LIGHT	la⁵⁵	la⁵⁵	l a ⁵⁵	467
2271	Yijiacun	LIGHT	la²⁴	la²⁴	l a ²⁴	467
2272	Yangliu	LIGHT	lu³³	lu³³	l u ³³	467
2988	ProtoLalo	LITTLE	ɲa¹	ɲa¹	ɲ a ¹	477
2989	Xuzhang	LITTLE	ɲa⁴⁵³	ɲa⁴⁵³	ɲ a ⁴⁵³	477
2990	Yangliu	LITTLE	ɲo³³	ɲo³³	ɲ o ³³	477
2991	ProtoLalo	LITTLE	ʒaŋ¹	ʒaŋ¹	ʒ a ŋ ¹	479
2992	Qingyun	LITTLE	u⁵⁵	u⁵⁵	u ⁵⁵	478
2993	Shuizhuping	LITTLE	u⁴⁴	u⁴⁴	u ⁴⁴	478
2994	Diaocao	LITTLE	ja⁵⁵	ja⁵⁵	j a ⁵⁵	476
2995	Mangdi	LITTLE	ja⁵⁵	ja⁵⁵	j a ⁵⁵	476
2996	Yijiacun	LITTLE	za²⁴	za²⁴	z a ²⁴	479
3369	ProtoLalo	LONG (distance)	ʃi¹	ʃi¹	ʃ i ¹	486
3370	Qingyun	LONG (distance)	ʂʅ⁵⁵	ʂʅ⁵⁵	ʂ ʅ ⁵⁵	486
3371	Shuizhuping	LONG (distance)	ʂʅ²⁴	ʂʅ²⁴	ʂ ʅ ²⁴	486
3372	Diaocao	LONG (distance)	sɿ⁵⁵	sɿ⁵⁵	s ɿ ⁵⁵	486
3373	Xuzhang	LONG (distance)	ʂʅ⁴⁵³	ʂʅ⁴⁵³	ʂ ʅ ⁴⁵³	486
3374	Mangdi	LONG (distance)	ɕi⁵⁵	ɕi⁵⁵	ɕ i ⁵⁵	486
3375	Yijiacun	LONG (distance)	sɿ²⁴	sɿ²⁴	s ɿ ²⁴	486
3376	Yangliu	LONG (distance)	sɿ³³	sɿ³³	s ɿ ³³	486
5116	ProtoLalo	LOW	ʔni¹	ʔni¹	ˀn i ¹	496
5117	Qingyun	LOW	ai̠²¹	ai̠²¹	ai̠/a̠i ²¹	497
5118	Shuizhuping	LOW	dɛ²⁴	dɛ²⁴	d ɛ ²⁴	495
5119	Diaocao	LOW	ʝi³³	ʝi³³	ʝ i ³³	495
5120	Xuzhang	LOW	ɛi³³	ɛi³³	ɛi ³³	497
5121	Mangdi	LOW	ni⁵⁵	ni⁵⁵	n i ⁵⁵	496
5122	Yijiacun	LOW	ə²⁴	ə²⁴	ə ²⁴	497
5123	Yangliu	LOW	tɕi³³	tɕi³³	tɕ i ³³	495
483	ProtoLalo	MANY	mja²	mja²	m j a ²	504
484	Qingyun	MANY	kʰø⁵⁵	kʰø⁵⁵	kʰ ø ⁵⁵	505
485	Shuizhuping	MANY	dzɿ²⁴ma²¹, ɛ̃³³	dzɿ²⁴ma²¹	dz ɿ ²⁴ + m a ²¹	505 504
486	Diaocao	MANY	miɔ²¹	miɔ²¹	m i/j ɔ ²¹	504
487	Xuzhang	MANY	mo²¹	mo²¹	m o ²¹	504
488	Mangdi	MANY	mo²¹	mo²¹	m o ²¹	504
489	Yijiacun	MANY	mo³³la²¹	mo³³la²¹	m o ³³ + l a ²¹	504 506
490	Yangliu	MANY	ma²¹	ma²¹	m a ²¹	504
5080	ProtoLalo	NARROW	ʔɲa̠ᶫ	ʔɲa̠ᶫ	ˀɲ a̠ ᶫ/³	515
5081	Mangdi	NARROW	ɲɑ̠³³	ɲɑ̠³³	ɲ ɑ̠ ³³	515
698	ProtoLalo	NEAR	nɛ²	nɛ²	n ɛ ²	518
699	Qingyun	NEAR	nɛ̤²¹	nɛ̤²¹	n ɛ̤ ²¹	518
700	Shuizhuping	NEAR	nɛ²¹	nɛ²¹	n ɛ ²¹	518
701	Diaocao	NEAR	nɛ²¹	nɛ²¹	n ɛ ²¹	518
702	Xuzhang	NEAR	ɛi³³	ɛi³³	ɛi ³³	519
703	Mangdi	NEAR	næ²¹	næ²¹	n æ ²¹	518
704	Yijiacun	NEAR	a³³naŋ²¹	a³³naŋ²¹	a ³³ + n a ŋ ²¹	519 518
705	Yangliu	NEAR	ai³³	ai³³	ai ³³	519
4245	ProtoLalo	POSS	ɣɨ²	ɣɨ²	ɣ ɨ ²	528
4246	Qingyun	POSS	ɣɨ²¹	ɣɨ²¹	ɣ ɨ ²¹	528
4247	Shuizhuping	POSS	ɣɨ³³	ɣɨ³³	ɣ ɨ ³³	528
4248	Diaocao	POSS	ɣə²¹	ɣə²¹	ɣ ə ²¹	528
4249	Xuzhang	POSS	xɨ²¹	xɨ²¹	x ɨ ²¹	528
4250	Mangdi	POSS	la³³	la³³	l a ³³	529
4251	Yijiacun	POSS	no²¹	no²¹	n o ²¹	530
4252	Yangliu	POSS	ɣɨ²¹	ɣɨ²¹	ɣ ɨ ²¹	528
3994	ProtoLalo	SHALLOW	ma²ʔne̠ᶫ	ma²ʔne̠ᶫ	m a ² + ˀn e̠ ᶫ/³	537 538
3995	Qingyun	SHALLOW	ma̤²¹nɛ̠²¹	ma̤²¹nɛ̠²¹	m a̤ ²¹ + n ɛ̠ ²¹	537 538
3996	Shuizhuping	SHALLOW	ba²¹	ba²¹	b a ²¹	539
3997	Mangdi	SHALLOW	ma²¹nɛ̠²¹	ma²¹nɛ̠²¹	m a ²¹ + n ɛ̠ ²¹	537 538
3998	Yijiacun	SHALLOW	ma³³ni²¹	ma³³ni²¹	m a ³³ + n i ²¹	537 538
4505	ProtoLalo	SHORT	ʔɲy²	ʔɲy²	ˀɲ y ²	548
4506	Qingyun	SHORT	ʔny̤²¹	ʔny̤²¹	ˀn y̤ ²¹	548
4507	Shuizhuping	SHORT	y²¹	y²¹	y ²¹	547
4508	Diaocao	SHORT	ei²¹	ei²¹	ei ²¹	547
4509	Xuzhang	SHORT	ỹ²¹	ỹ²¹	ỹ ²¹	547
4510	Mangdi	SHORT	ni²¹	ni²¹	n i ²¹	548
4511	Yijiacun	SHORT	nɨ²¹	nɨ²¹	n ɨ ²¹	548
4512	Yangliu	SHORT	nĩ²¹	nĩ²¹	n ĩ ²¹	548
4104	ProtoLalo	THICK (2d)	tʰu¹	tʰu¹	tʰ u ¹	556
4105	Qingyun	THICK (2d)	tʰə⁵⁵	tʰə⁵⁵	tʰ ə ⁵⁵	556
4106	Shuizhuping	THICK (2d)	tʰv̩²⁴	tʰv̩²⁴	tʰ v̩ ²⁴	557
4107	Diaocao	THICK (2d)	tʰɤ̪⁵⁵	tʰɤ̪⁵⁵	tʰ ɤ̪/ɤ ⁵⁵	556
4108	Xuzhang	THICK (2d)	tʰɤ̪˞⁴⁵³	tʰɤ̪˞⁴⁵³	tʰ ɤ̪˞/ɤ ⁴⁵³	556
4109	Mangdi	THICK (2d)	tʰu⁵⁵	tʰu⁵⁵	tʰ u ⁵⁵	556
4110	Yijiacun	THICK (2d)	tʰv̩²⁴	tʰv̩²⁴	tʰ v̩ ²⁴	557
4111	Yangliu	THICK (2d)	tʰo̪³³	tʰo̪³³	tʰ o̪/o ³³	556
8298	ProtoLalo	THICK (3d)	ta³	ta³	t a ³	566
8299	Qingyun	THICK (3d)	ta³³	ta³³	t a ³³	566
8300	Shuizhuping	THICK (3d)	ta³³	ta³³	t a ³³	566
8301	Xuzhang	THICK (3d)	po³³	po³³	p o ³³	567
8302	Mangdi	THICK (3d)	kɛ⁵⁵	kɛ⁵⁵	k ɛ ⁵⁵	565
8303	Yijiacun	THICK (3d)	jɛ²¹	jɛ²¹	j ɛ ²¹	568
8304	Yangliu	THICK (3d)	ɣɛ˞²¹	ɣɛ˞²¹	ɣ ɛ˞/ɛ ²¹	565
601	ProtoLalo	THIN (2d)	ba²	ba²	b a ²	573
602	Qingyun	THIN (2d)	ba̤²¹	ba̤²¹	b a̤ ²¹	573
603	Shuizhuping	THIN (2d)	ba²¹	ba²¹	b a ²¹	573
604	Diaocao	THIN (2d)	bɔ²¹	bɔ²¹	b ɔ ²¹	573
605	Xuzhang	THIN (2d)	bo²¹	bo²¹	b o ²¹	573
606	Mangdi	THIN (2d)	bo²¹	bo²¹	b o ²¹	573
607	Yijiacun	THIN (2d)	bo²¹	bo²¹	b o ²¹	573
608	Yangliu	THIN (2d)	ba²¹	ba²¹	b a ²¹	573
8305	ProtoLalo	THIN (3d)	tsʰi¹	tsʰi¹	tsʰ i ¹	582
8306	Qingyun	THIN (3d)	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	582
8307	Shuizhuping	THIN (3d)	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	582
8308	Diaocao	THIN (3d)	tɕʰi⁵⁵	tɕʰi⁵⁵	tɕʰ i ⁵⁵	582
8309	Xuzhang	THIN (3d)	ɲa⁴⁵³	ɲa⁴⁵³	ɲ a ⁴⁵³	584
8310	Mangdi	THIN (3d)	mu³³	mu³³	m u ³³	583
8311	Yijiacun	THIN (3d)	mɨ³³	mɨ³³	m ɨ ³³	583
8312	Yangliu	THIN (3d)	mo⁵³	mo⁵³	m o ⁵³	583
1663	ProtoLalo	WIDE	fe¹	fe¹	f e ¹	591
1664	Mangdi	WIDE	fɛ⁵⁵	fɛ⁵⁵	f ɛ ⁵⁵	591
7346	ProtoLalo	accompany someone	tʃʰu¹	tʃʰu¹	tʃʰ u ¹	594
7347	Qingyun	accompany someone	ʝi⁴⁵	ʝi⁴⁵	ʝ i ⁴⁵	594
7348	Shuizhuping	accompany someone	tʂʰuei²⁴	tʂʰuei²⁴	ʈʂʰ u/w ei ²⁴	594
7349	Diaocao	accompany someone	ʝi²⁴	ʝi²⁴	ʝ i ²⁴	594
7350	Xuzhang	accompany someone	tʂʰa⁴⁴ʝiɛ³³	tʂʰa⁴⁴ʝiɛ³³	ʈʂʰ a ⁴⁴ + ʝ i/j ɛ ³³	594 596
7351	Mangdi	accompany someone	da²¹mɨ⁵⁵	da²¹mɨ⁵⁵	d a ²¹ + m ɨ ⁵⁵	594 595
7352	Yijiacun	accompany someone	tsʰai²⁴	tsʰai²⁴	tsʰ ai ²⁴	594
7353	Yangliu	accompany someone	ka³³la²¹	ka³³la²¹	k a ³³ + l a ²¹	594 597
4322	ProtoLalo	affirmative	ŋa¹	ŋa¹	ŋ a ¹	606
4323	Qingyun	affirmative	ŋa⁵⁵	ŋa⁵⁵	ŋ a ⁵⁵	606
4324	Shuizhuping	affirmative	ŋa²⁴	ŋa²⁴	ŋ a ²⁴	606
4325	Diaocao	affirmative	ŋa²⁴	ŋa²⁴	ŋ a ²⁴	606
4326	Xuzhang	affirmative	ŋo²⁴	ŋo²⁴	ŋ o ²⁴	606
4327	Mangdi	affirmative	ŋo⁵⁵	ŋo⁵⁵	ŋ o ⁵⁵	606
4328	Yijiacun	affirmative	ŋa²⁴	ŋa²⁴	ŋ a ²⁴	606
4329	Yangliu	affirmative	ŋa³³	ŋa³³	ŋ a ³³	606
8448	Shuizhuping	after	ɣɛ²⁴tv̩³³	ɣɛ²⁴tv̩³³	ɣ ɛ ²⁴ + t v̩ ³³	615 618
8449	Diaocao	after	kɔ²¹ta³³	kɔ²¹ta³³	k ɔ ²¹ + t a ³³	615 616
8450	Xuzhang	after	ɣɛ˞²⁴dɛ˞³³	ɣɛ˞²⁴dɛ˞³³	ɣ ɛ˞/ɛ ²⁴ + d ɛ˞/ɛ ³³	615 616
8451	Mangdi	after	vɛ⁵⁵di³³	vɛ⁵⁵di³³	v ɛ ⁵⁵ + d i ³³	617 616
8452	Yijiacun	after	ka⁵⁵du³³	ka⁵⁵du³³	k a ⁵⁵ + d u ³³	615 616
8453	Yangliu	after	ŋa³³ni²¹	ŋa³³ni²¹	ŋ a ³³ + n i ²¹	619 620
24	ProtoLalo	afternoon	a¹mo²kʰɨ̠ᶫ	a¹mo²kʰɨ̠ᶫ	a ¹ + m o ² + kʰ ɨ̠ ᶫ/³	634 635 630
25	Qingyun	afternoon	a⁵⁵ŋ̩̩²¹kʰɨ̠²¹ji⁵⁵	a⁵⁵ŋ̩̩²¹kʰɨ̠²¹ji⁵⁵	a ⁵⁵ + ŋ̩ ²¹ + kʰ ɨ̠ ²¹ + j i ⁵⁵	634 636 630 629
26	Shuizhuping	afternoon	a⁵⁵mu²¹kʰəʔ⁵⁵	a⁵⁵mu²¹kʰəʔ⁵⁵	a ⁵⁵ + m u ²¹ + kʰ ə ʔ ⁵⁵	634 635 630
27	Diaocao	afternoon	dzɔ²⁴ji³³dzɔ²¹ji²¹	dzɔ²⁴ji³³dzɔ²¹ji²¹	dz ɔ ²⁴ + j i ³³ + dz ɔ ²¹ + j i ²¹	628 629 630 631
28	Xuzhang	afternoon	a³⁵mv̩⁴¹kʰɨ³³li³³	a³⁵mv̩⁴¹kʰɨ³³li³³	a ³⁵ + m v̩ ⁴¹ + kʰ ɨ ³³ + l i ³³	634 637 630 632
29	Mangdi	afternoon	la²¹vã⁵⁵	la²¹vã⁵⁵	l a ²¹ + v ã ⁵⁵	632 633
30	Yijiacun	afternoon	la²¹vaŋ⁵³	la²¹vaŋ⁵³	l a ²¹ + v a ŋ ⁵³	632 633
31	Yangliu	afternoon	n̩²¹kʰɨ⁵³	n̩²¹kʰɨ⁵³	n̩ ²¹ + kʰ ɨ ⁵³	636 630
2612	Qingyun	again	tse⁴⁵	tse⁴⁵	ts e ⁴⁵	653
2613	Shuizhuping	again	tse¹³	tse¹³	ts e ¹³	653
2614	Diaocao	again	tsei²⁴	tsei²⁴	ts ei ²⁴	653
2615	Xuzhang	again	tsai⁴⁴	tsai⁴⁴	ts ai ⁴⁴	653
2616	Mangdi	again	kɛ⁵⁵	kɛ⁵⁵	k ɛ ⁵⁵	653
2617	Yijiacun	again	to²⁴	to²⁴	t o ²⁴	653
2618	Yangliu	again	da²¹	da²¹	d a ²¹	653
1513	ProtoLalo	alive	ka²	ka²	k a ²	661
1514	Xuzhang	alive	xo³³kʰɨ³³la³³	xo³³kʰɨ³³la³³	x o ³³ + kʰ ɨ ³³ + l a ³³	664 661 662
1515	Yijiacun	alive	ko⁵⁵a³³ko³³	ko⁵⁵a³³ko³³	k o ⁵⁵ + a ³³ + k o ³³	661 665 666
1516	ProtoLalo	alive	zɛ¹dʒɛ²	zɛ¹dʒɛ²	z ɛ ¹ + dʒ ɛ ²	661 667
1517	Qingyun	alive	zɛ⁵⁵dʑɛ̤²¹	zɛ⁵⁵dʑɛ̤²¹	z ɛ ⁵⁵ + dʑ ɛ̤ ²¹	663 661
1518	Shuizhuping	alive	zɛ²⁴	zɛ²⁴	z ɛ ²⁴	661
1519	Diaocao	alive	dza²⁴	dza²⁴	dz a ²⁴	661
1520	Mangdi	alive	tsa⁵⁵la²¹	tsa⁵⁵la²¹	ts a ⁵⁵ + l a ²¹	661 662
1521	Yangliu	alive	zɛ˞³³	zɛ˞³³	z ɛ˞/ɛ ³³	661
8500	Qingyun	all	xa⁵⁵dʐu⁵⁵a⁵⁵ka³³	xa⁵⁵dʐu⁵⁵a⁵⁵ka³³	x a ⁵⁵ + ɖʐ u ⁵⁵ + a ⁵⁵ + k a ³³	679 680 681 678
8501	Shuizhuping	all	xa⁴⁴ŋa⁴⁴	xa⁴⁴ŋa⁴⁴	x a ⁴⁴ + ŋ a ⁴⁴	678 682
8502	Xuzhang	all	tu³³	tu³³	t u ³³	680
8503	Mangdi	all	ko³³	ko³³	k o ³³	678
8504	Yijiacun	all	kai⁵³	kai⁵³	k ai ⁵³	678
8505	Yangliu	all	taʔ²¹ai³³	taʔ²¹ai³³	t a ʔ ²¹ + ai ³³	680 681
8466	Qingyun	already	xa⁵⁵	xa⁵⁵	x a ⁵⁵	690
8467	Shuizhuping	already	hã²⁴	hã²⁴	h ã ²⁴	693
8468	Diaocao	already	ku⁴²ja³³	ku⁴²ja³³	k u ⁴² + j a ³³	690 691
8469	Xuzhang	already	xuɛi²¹	xuɛi²¹	x u/w ɛi ²¹	690
8470	Mangdi	already	ka³³la³³	ka³³la³³	k a ³³ + l a ³³	690 692
8471	Yijiacun	already	no²¹	no²¹	n o ²¹	694
8472	Yangliu	already	ji²¹tɕĩ³³	ji²¹tɕĩ³³	j i ²¹ + tɕ ĩ ³³	691 690
6711	ProtoLalo	ancestor	pʰi²pʰa²	pʰi²pʰa²	pʰ i ² + pʰ a ²	702 701
6712	Qingyun	ancestor	a²¹fi²¹a²¹pʰa²¹	a²¹fi²¹a²¹pʰa²¹	a ²¹ + f i ²¹ + a ²¹ + pʰ a ²¹	703 702 704 701
6713	Shuizhuping	ancestor	tsʰɿ²¹pʰa²¹	tsʰɿ²¹pʰa²¹	tsʰ ɿ ²¹ + pʰ a ²¹	705 701
6714	Diaocao	ancestor	pʰɔ²¹pʰɔ²¹	pʰɔ²¹pʰɔ²¹	pʰ ɔ ²¹ + pʰ ɔ ²¹	701 702
6715	Xuzhang	ancestor	nɛi²¹tsʰɿ²¹	nɛi²¹tsʰɿ²¹	n ɛi ²¹ + tsʰ ɿ ²¹	706 705
6716	Mangdi	ancestor	a²¹pʰi²¹a²¹po⁵⁵	a²¹pʰi²¹a²¹po⁵⁵	a ²¹ + pʰ i ²¹ + a ²¹ + p o ⁵⁵	703 702 704 701
6717	Yijiacun	ancestor	ni²⁴tʰa²⁴tsʰa⁵⁵ma²¹	ni²⁴tʰa²⁴tsʰa⁵⁵ma²¹	n i ²⁴ + tʰ a ²⁴ + tsʰ a ⁵⁵ + m a ²¹	706 707 705 708
6718	Yangliu	ancestor	pʰi²¹pʰa²¹	pʰi²¹pʰa²¹	pʰ i ²¹ + pʰ a ²¹	702 701
6719	ProtoLalo	ancestor	pʰi²pʰa²	pʰi²pʰa²	pʰ i ² + pʰ a ²	702 701
6720	Qingyun	ancestor	a²¹fi²¹a²¹pʰa²¹	a²¹fi²¹a²¹pʰa²¹	a ²¹ + f i ²¹ + a ²¹ + pʰ a ²¹	703 702 704 701
6721	Shuizhuping	ancestor	tsʰɿ²¹pʰa²¹	tsʰɿ²¹pʰa²¹	tsʰ ɿ ²¹ + pʰ a ²¹	705 701
6722	Xuzhang	ancestor	nɛi²¹tsʰɿ²¹	nɛi²¹tsʰɿ²¹	n ɛi ²¹ + tsʰ ɿ ²¹	706 705
6723	Yijiacun	ancestor	ni²⁴tʰa²⁴tsʰa⁵⁵ma²¹	ni²⁴tʰa²⁴tsʰa⁵⁵ma²¹	n i ²⁴ + tʰ a ²⁴ + tsʰ a ⁵⁵ + m a ²¹	706 707 705 708
6724	Yangliu	ancestor	pʰi²¹pʰa²¹	pʰi²¹pʰa²¹	pʰ i ²¹ + pʰ a ²¹	702 701
4406	ProtoLalo	animal	a¹dze²	a¹dze²	a ¹ + dz e ²	742 741
4407	Qingyun	animal	a⁵⁵dʑi̤²¹a⁵⁵la̤²¹	a⁵⁵dʑi̤²¹a⁵⁵la̤²¹	a ⁵⁵ + dʑ i̤ ²¹ + a ⁵⁵ + l a̤ ²¹	742 741 743 744
4408	Shuizhuping	animal	a⁵⁵dʑi²¹	a⁵⁵dʑi²¹	a ⁵⁵ + dʑ i ²¹	742 741
4409	Diaocao	animal	ja³³ka⁴²	ja³³ka⁴²	j a ³³ + k a ⁴²	740 741
4410	Xuzhang	animal	dʑi²¹xo²¹	dʑi²¹xo²¹	dʑ i ²¹ + x o ²¹	741 745
4411	Yijiacun	animal	ɛ³³ka̠ʔ²¹mu²⁴ka̠ʔ²¹	ɛ³³ka̠ʔ²¹mu²⁴ka̠ʔ²¹	ɛ ³³ + k a̠ ʔ ²¹ + m u ²⁴ + k a̠ ʔ ²¹	742 741 746 747
4412	Yangliu	animal	a⁵⁵dzə³¹m̩²¹	a⁵⁵dzə³¹m̩²¹	a ⁵⁵ + dz ə ³¹ + m̩ ²¹	742 741 746
2056	ProtoLalo	ankle (joint)	kʰi¹ʔmje̠H	kʰi¹ʔmje̠H	kʰ i ¹ + ˀm j e̠ H/¹	760 762
2057	Qingyun	ankle (joint)	kʰɨ⁵⁵ʔmɛ̠³³sɛ²¹	kʰɨ⁵⁵ʔmɛ̠³³sɛ²¹	kʰ ɨ ⁵⁵ + ˀm ɛ̠ ³³ + s ɛ ²¹	760 762 763
2058	Shuizhuping	ankle (joint)	kʰɨ⁴⁴mi⁵⁵sɛ²¹	kʰɨ⁴⁴mi⁵⁵sɛ²¹	kʰ ɨ ⁴⁴ + m i ⁵⁵ + s ɛ ²¹	760 762 763
2059	Diaocao	ankle (joint)	tɕʰi⁵⁵ni⁵⁵mi³³sɛ²¹	tɕʰi⁵⁵ni⁵⁵mi³³sɛ²¹	tɕʰ i ⁵⁵ + n i ⁵⁵ + m i ³³ + s ɛ ²¹	760 761 762 763
2060	Xuzhang	ankle (joint)	kʰɨ⁴⁵³vv̩˞²¹mi⁵⁵sɛ˞²¹	kʰɨ⁴⁵³vv̩˞²¹mi⁵⁵sɛ˞²¹	kʰ ɨ ⁴⁵³ + v v̩˞/v̩ ²¹ + m i ⁵⁵ + s ɛ˞/ɛ ²¹	760 766 762 763
2061	Mangdi	ankle (joint)	a⁵⁵tɕʰi²¹mɛ³³ta³³	a⁵⁵tɕʰi²¹mɛ³³ta³³	a ⁵⁵ + tɕʰ i ²¹ + m ɛ ³³ + t a ³³	764 760 762 765
2062	Yijiacun	ankle (joint)	bɨi⁵³tɕiŋ²¹kʰu²¹tsuɛ⁵⁵jo²¹	bɨi⁵³tɕiŋ²¹kʰu²¹tsuɛ⁵⁵jo²¹	b ɨi ⁵³ + tɕ i ŋ ²¹ + kʰ u ²¹ + ts u/w ɛ ⁵⁵ + j o ²¹	768 769 760 770 762
2063	Yangliu	ankle (joint)	kɛ˞³³wv̩²¹lo²¹sɿ³³	kɛ˞³³wv̩²¹lo²¹sɿ³³	k ɛ˞/ɛ ³³ + w v̩ ²¹ + l o ²¹ + s ɿ ³³	760 766 767 763
8346	Qingyun	another (thing)	tse¹³	tse¹³	ts e ¹³	793
8347	Shuizhuping	another (thing)	ka²¹se³³	ka²¹se³³	k a ²¹ + s e ³³	794 793
8348	Diaocao	another (thing)	a⁵⁵pɔ²¹pi²⁴	a⁵⁵pɔ²¹pi²⁴	a ⁵⁵ + p ɔ ²¹ + p i ²⁴	790 791 792
8349	Xuzhang	another (thing)	piɛ²⁴tiɛ³³	piɛ²⁴tiɛ³³	p i/j ɛ ²⁴ + t i/j ɛ ³³	792 795
8350	Mangdi	another (thing)	su⁵⁵	su⁵⁵	s u ⁵⁵	793
8351	Yijiacun	another (thing)	ɛ²¹wɛʲ²⁴	ɛ²¹wɛʲ²⁴	ɛ ²¹ + w ɛʲ/ɛi ²⁴	790 796
8352	Yangliu	another (thing)	wai⁵⁵ĩ³³	wai⁵⁵ĩ³³	w ai ⁵⁵ + ĩ ³³	796 790
6074	ProtoLalo	answer	po̠H	po̠H	p o̠ H/¹	805
6075	Qingyun	answer	po̠³³	po̠³³	p o̠ ³³	805
6076	Shuizhuping	answer	pu⁴⁴	pu⁴⁴	p u ⁴⁴	805
6077	Diaocao	answer	da²¹	da²¹	d a ²¹	804
6078	Xuzhang	answer	pu³³gɨ²¹	pu³³gɨ²¹	p u ³³ + g ɨ ²¹	805 806
6079	Yijiacun	answer	xuaŋ²⁴li̠ʔ³³	xuaŋ²⁴li̠ʔ³³	x u/w a ŋ ²⁴ + l i̠ ʔ ³³	807 808
6080	Yangliu	answer	ta²⁴	ta²⁴	t a ²⁴	804
3190	ProtoLalo	ant	bo²ʒo̠H	bo²ʒo̠H	b o ² + ʒ o̠ H/¹	816 817
3191	Mangdi	ant	bi²¹ɕi⁵⁵	bi²¹ɕi⁵⁵	b i ²¹ + ɕ i ⁵⁵	816 817
3192	Yijiacun	ant	bɨ²¹jo⁵³	bɨ²¹jo⁵³	b ɨ ²¹ + j o ⁵³	816 815
3193	Yangliu	ant	bi²¹jao⁵³	bi²¹jao⁵³	b i ²¹ + j ao ⁵³	816 815
3194	ProtoLalo	ant	a²ʒo̠H	a²ʒo̠H	a ² + ʒ o̠ H/¹	814 817
3195	Shuizhuping	ant	a³³ʐuʔ⁴⁴	a³³ʐuʔ⁴⁴	a ³³ + ʐ u ʔ ⁴⁴	814 817
3196	Diaocao	ant	a³³ju³³	a³³ju³³	a ³³ + j u ³³	814 815
3197	Xuzhang	ant	a²¹ʐu³³	a²¹ʐu³³	a ²¹ + ʐ u ³³	814 817
3198	ProtoLalo	ant	a²ʒu²	a²ʒu²	a ² + ʒ u ²	814 817
3199	Qingyun	ant	a̤²¹ʐṳ²¹	a̤²¹ʐṳ²¹	a̤ ²¹ + ʐ ṳ ²¹	814 817
6506	Qingyun	anus	tsʰɿ²¹tə²¹kʰə⁵⁵	tsʰɿ²¹tə²¹kʰə⁵⁵	tsʰ ɿ ²¹ + t ə ²¹ + kʰ ə ⁵⁵	838 835 839
6507	Shuizhuping	anus	tsʰɿ²¹tv̩²¹kʰv̩²⁴	tsʰɿ²¹tv̩²¹kʰv̩²⁴	tsʰ ɿ ²¹ + t v̩ ²¹ + kʰ v̩ ²⁴	838 840 841
6508	Diaocao	anus	ta⁵⁵pə⁵⁵mi³³	ta⁵⁵pə⁵⁵mi³³	t a ⁵⁵ + p ə ⁵⁵ + m i ³³	835 836 837
6509	Xuzhang	anus	tsʰɿ²¹tɨ²¹mɛi⁴⁴	tsʰɿ²¹tɨ²¹mɛi⁴⁴	tsʰ ɿ ²¹ + t ɨ ²¹ + m ɛi ⁴⁴	838 835 837
6510	Mangdi	anus	pʰɛ²¹tɛ²¹kʰu⁵⁵	pʰɛ²¹tɛ²¹kʰu⁵⁵	pʰ ɛ ²¹ + t ɛ ²¹ + kʰ u ⁵⁵	836 835 838
